,Text,Emotion
151887,شعب يعشق الخصوصية لكنه ملقوف تناقض عجيب أهو من تأثير ممارسة الوصاية الصحونجية,FEAR
151897,علمتني وشلون احب علمني كيف انسى يابحر ضايع فيه الشط والمرسى علمتني وشلون احن علمني كيف اقسى,SADNESS
151909,انتهى التصويت الله يسعدكم مشكورين على تصويت الحين نروح لتويتر وانستقرام على مقاله راجح لايك ورتويت,JOY
151990,الحين يجونك المبزره يقولون كلام مشفر مايفهمون لهجةالجنوب ويقولون مشفر لابارك الله فيهن,ANGER
151994,واحد يقول بنات واقفين عند الصرافه ومتعطله ويحوسون فيها قالت وحده مسويه فاهمه سارآ ياغبيه الحين وقت صلاة ماتسرف السرافا لك,ANGER
151999,يا اطفالنا بالشام عذرا نسينا وشلون يعرف الجوع من ما شكى جوع,SADNESS
152003,الرواتب من بس الحين هو يستهبل عليهم,SURPRISE
152048,انا ما اكرهه بس قهرني بالدور ذا ياخي كنت ثلجه ماتحس وفاهي الحين حبيتها,SADNESS
152074,كل الي كنت اكرهم بالبدايه اكتشفت انهم مره ينحبون لدرجه صرت احب وحده بالتويتر كنت اكرهها بس الحين استانس لا شفتها,JOY
152080,وما زلت لين الحين أشتاق  وأحن وما زالت الذكرى على بالي تمر على وتر حزني عزفت أقسى لحن ماني بـ فاقد شخص فاقد لي عمر,SADNESS
152092,للاسف الحين اسهل طريقة للشهرة الرقص لا والقهر في بعض الشباب والبنات يستانسون عليه ويشوفون ان الي يسويه شي حلو,SADNESS
152103,والكل منا يعلم الثاني وشلون يقسى على الاول,SADNESS
152121,ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه وربي واضح انهم مبزره,ANGER
152128,وانا اتابع سنابات غربي بغيت جد اصور الشاشه عشان اعد كم عطوه فجأه الا وهو يقول ادري فيه ملاقيف الحين بيصورون ياخوان متی نكب اللقافه,SURPRISE
152134,لا تنصدم بالنآس  يووم خلوك ولا تنصدم لاصأر اقرب الناس يتركك النآس الحين مثل حزمت الشوك اللي تشيله فوق راسك يجرحك,SADNESS
152154,العشق مجددا  بويراز كارايل  حب للإيجار  حب اعمى  ونشوف الحين العشق المر,ANGER
152166,رد فعل غريبه من الجنود الروس على طفل ادى لهم التحيه العسكريه فى عرض عسكري مش متتوقع شوف بنفسك,ANGER
152182,مجهولي ي قلبي اين ذهبت الحين انتي بدون قلب كيف تعيشي,SURPRISE
152226,لا بالعكس المسلسل مرح اكثر والحزن فيه قليل خصوصا بداية المسلسل بس الحين بدت تنكد وكذا حماس اكثر,SADNESS
152228,الحين مطلعين جم قانون جديد الي يضايق شخص ب البرامج يشتكون  اعتقد يصير بس مو تشوفين نفسج علينا يعني عطينا شوي,SADNESS
152269,يستهبلون الحين الكل بيهجم,SURPRISE
152290,الكل منا يعلم الثاني وشلون يقسى على الاول,SADNESS
152301,مبزره وتجمعو الله يعين,ANGER
152349,الله على شوف الغضي حزة عصير في راس طعز ماحدن قد مشاء به جاه الربيع وصادق الغيم بالخير فديت بعض العرب ياناس,SADNESS
152350,خلية حزب الله الكويتي كذايا دشتي تطمنت,SADNESS
152360,الحين الجامعة من جدهم ولا يستهبلون يقولون عدلو جداولكم من البوابة واذا جينا نضيف او نعدل يقول تعارض بالاختبارات النهائية,SURPRISE
152368,والجمهور الغبي الى اليوم يطبل لفهد وشلته وين الاتحاد اول ينحسب له الف حساب الحين صرنا مسخره تطبلون ليش,ANGER
152377,الحين يقولون يقصد سيهون لان هو بكوريا وحبيبه لوهان بالصين لكن هم راح يحققون احلامهم اذا تمسكوا ببعض صح ياوصخين,DISGUST
152387,يا اتفه عالم يا اجهل عالم يا افقر عالم روح يا عمي شوف حالتك و بعدين شوف مين المتخلف بيناتنا,ANGER
152390,وشلون تقسى ي حبيبي وانت عودك خيزران لا عاد تقسى مثل ماتقسى السنين الماضيه,SADNESS
152412,وشفيك ضايق يارفيقي ومنعل ياصاحبي والمسأله في لها حلول قالوا خبل طيب على ايش تزعل الطيبين بـ وقتنا صاروا خبول,SADNESS
152436,مبزره ي بنت الحلال لا تردين عليها,ANGER
152519,شبيت ضوي ابغي الضيف يأتي ولاجاتني غير الهموم القديمه سالم حزام قصايد سالم حزام,SADNESS
152545,شف وصلنا لوين مانشتاق ونصد ما نسأل والكل منا يعلم الثاني وشلون يقسى على الاول,SADNESS
152570,الحين رسمي تقدر تقول حزب الله جماعة إرهابية وهذا ثاني حكم يتم إدانته إيران رسمي السؤال ليلحين عبالك الموضوع طائفي ولا,SADNESS
152576,السلام عليك ياشيخ لازم ترد علي خاص ضروري الله يجزاك خيرر يااخوي تكفى ياشيخ طلبتك والله متضايقه ابي ترد علي الحين ضروري,SADNESS
152628,يعني الحين رسميا صار إسمها أما خلية الحرس الثوري الإيراني أو خلية حزب الله إختاروا واحد من أو أثنينهم بس لا تسيئون للعبدلي خيمتنا فيها,SADNESS
152630,حمام على هدب الجرايد يجر لحون يغني بصوت هيض القلب واحزني لو ان راحلين الدار للدار زيد يجون ترجيت شوف اللي رحل وانتزح مني,SADNESS
152652,الي متضايقين من زياد عدلوا وضعكم من الحين ترا السنه الجايه أن شاءالله مذيع باالبرنامج وبترحون تشكون له زد رصيدك,SADNESS
152663,متغيره عن اول كثير كل شي فيك اختلف حتي أنفاسك صارت غير تذكري ذيك الليالي كنتي تبكي حزة غيابي ليه صرتي الحين غير حتى كلامك,SADNESS
152675,يازينها تكتب على الخاص ممنوع وتدخل علي بالخاص وتقول وينك وينك ترا قلبي تعنا ومفجوع وانا علاجي شوف رمشك وعينك,FEAR
152680,مثل الشير ياصاحبي صرت بموت واقف وانا في داخلي انسان ميت ما تنفع الرجفه ولا عالي الصوت شوف الحزن في يوفي اليوم بيت,SADNESS
152696,الماضي لانه صارت الحرمه اللي تستحي وتخاف الله صارت واللي ماتطلع صارت متخلفه هذا مجتمعنا الحين للاسف,ANGER
152699,عشره تفرح وملايين تحزن اكثر من كذا اخضاع مافي عظيم ياشيخ النوادي,SADNESS
152701,تزوج أعمى امرأة فقالت لو رأيت بياضي وحسني لعجبت فقال لو كنتي كما تقولين ما تركوك المبصرون لي شوف سبحان الله وهو أعمى طحن جبهتها طحن,ANGER
152751,بالذات الكمية نفذت من السوق عني اذا المنتج مجهول وجديد انحاش منه واخاف واسوي على المتجر او البائع,SURPRISE
152808,لا أبية ينقهر وهو جويع الحين,SADNESS
152873,الحين مو حزه قهوه حزه بطل,SADNESS
152892,قبلة على خشم خادم الحرمين الشريفين الملك سلمان الحزم على الأحكام الصادرة بحق الإرهابيين المخربين,SADNESS
152914,لو تبي تعرف حجم عقلك شوف حجم الحاجه الي تضايقك,SADNESS
152915,نحن ليش يستهبلون لين الحين ما عطوها الشهايد,SURPRISE
152916,لا قلت ي الله كل حزن يتساقط وتورق على صدري حياه وتفاؤل وشلون من حكمتك يارب نسخط وانت الجواب لضيقنا والتساؤل,SADNESS
152921,بيقولك دا صحفي مقرب من حزب الله شوف كاتب ايه قبل الانفجار بساعات,SADNESS
152950,ليل الشتاء يأثر على حالة اثنين لامرهم وارخى عليهم جناحه أما حزين وفاقدن شوف غالين ولا مريض وفاقدن طعم راحه,SADNESS
152954,ياناس ياعالم ترى الشوق ذابوح يجنى على الي فاقدن شوف خله عايش مع العالم جسم ناقصه روح بسباب خشف اجتاح قلبي وتله قروب صق,SADNESS
152959,نموذج تقديم طلب انضمام لسعودي قيمر مبزره طول عمرهم أجل أشياء رهيبه وفي الاخير انواع السخافات,ANGER
152996,ادخل بيوت الناس اعمى واقعد فيها اطرش واخرج فاقد الذاكرة فى الشوية الى قعدتهم احترم حرمة البيت,ANGER
153003,ناقصني مبزره بحياتي والله,ANGER
153009,لبيه ياسلمان وجنود سلمان لبيه يامعنئ ثبات الرجوله سلية سيف الحزم والحزم برهان موتو قهر ياحاسدين البطوله عذبة,SADNESS
153028,يجب ايقاف برنامج زد رصيدك زد رصيدك الله يخلف على الاباء والامهات اللي مهملين بناتهم ع مشاهدة مبزره حوش الغنم درباويه وشيلات وقله ادب,ANGER
153031,الحين صدق بنت و لا ولد بنت يلعن اليهود,ANGER
153051,مو مبزره جمهور راجح حتى عيال عمه مرسلين الرابط جمهور الخضيري وزياد من غير الفزعات الخارجية,ANGER
153068,شوف قلبها كيف صار حزين شوف عيونها كيف مليانه دمع وضيم كفايه وجع ارجع تبيك تراها ضعيفه من دونك افهم ياحبيب,SADNESS
153069,تعال ضمني حزة هالبرد وغمض عيونك تدفى ايدينا وخل الاماني تتحقق ومانترك بعض و نكرر التقينا تقول لي دلوعتي وانا اقول لبيه ي اجم,SADNESS
153081,وشلون ارد الدمع من عين الحزين ليته قبل لا يذرف الدمعه حكى ان قلت له فضفض يقول الصمت زين وان قلت له تكفى لاعاد تبك,SADNESS
153103,يجب ايقاف برنامج زد رصيدك زد رصيدك الله يخلف على الاباء والامهات اللي مهملين بناتهم ع مشاهدة مبزره حوش الغنم درباوي,ANGER
153112,شوف كيف هبلها شعملت هههه,SURPRISE
153115,وبرضو تفكيره قديم وأصحاب قناعات غبيه اتمنى نسمتر مع ميها لأن موسمنا انتهى وفي الصيف كونتي بس لازم نتفق معه الحين,ANGER
153130,ياكرهي للبنت اللي فاهمه فكرة انها ماتعرف تطبخ كشخه,ANGER
153139,أثبتت دراسات ان حزن المرأة وهي حامل يزيد من جمال الجنين الحين أنا ما همني هالكلام ابى اعرف من اللي كان مزعل امي,SADNESS
153149,الحين ودي اعرف المحكوم عليهم راح يشملهم اي عفو اميري و يطلعون يسرحون و يمرحون بديرتنا بس عشان اعرف احتر و لا لا خلية حزب الله في العبدلي,SADNESS
153157,وراك عليه نيفيز باع الهلال ولا الهلال بسهولة استغنی عنه خسارة والله انه راح من الهلال الحين لو الاهلي جابة بنتندم عليه الله يستر,SURPRISE
153162,وشلون آبوصف جمالك لا تجملتي كأني أشرح بـ شي يطول في شرحه يتمايل النيل لا منك تمايلتي حتى أبو الهول صفق لك من الفرحه,SURPRISE
153198,غبي الحين ياخي غير حط نك من الرياض ونك من الدمام مو كله من حايل,ANGER
153246,الله يلعن دونيس بس لولا بربسته كان الحين الفارق بالراحه,ANGER
153250,وش السالفه مو باين شي الحين ذول مبسوطين ولا مفجوعين يصارخون ولا ايش,FEAR
153297,ومن الغيرة الغريبةاتضايق اذا احد كلمني اكثر منك يالله وشلون اذا احد كلمك اكثر مني,SADNESS
153298,مدري العمى بالعين ولا الوله زاد ياكثر ما شوف البشر يشبهونك,ANGER
153311,في خاطري كلمه ويمكن تبكيك وشلون تنساني في غربة زماني كتبت لك في صدر الايام ابيك وكتبت لي خلاص غيرك خذاني,SADNESS
153312,لا تنصدم بالناس يوم خلوك ولا تنصدم لا صار اقرب الناس يتركك الناس الحين مثل حزمت الشوك اللي تشيله فوق راسك يجرحك,SADNESS
153323,اسئلة غبية من البعض قلتلكم نبي سكس جماعي اي نوع مبادل توب سالب نبي نتفق ع مكان الجمعة ليلة السبت فهمتوا الحين,ANGER
153329,مريض مريض الحين يحط مدري وشو على اذانه يستهبل ذا عشان مايسمع ضحححكني,SURPRISE
153335,مدري العمى بالعين ولا الوله زاد يـاكـثـر ما شوف البشر يشبهونك,ANGER
153346,السالفه مره عصبتني بشكل مو طبيعي الحين انا قدم الناس شخص أهبل بسببها ومع العلم انا معي حق لم أكتشفت هي بنفسها,SURPRISE
153351,ما كان قلبي على فرقاه عاسرني اللي عسرني بـ وقت مفارقه حالـه واللي الى الحين محزني وكاسرنـي في خاطره شي بس اقفـى ولا ق,SADNESS
153358,الحين علمتها فيك قلت مالي شغل علميني قالت عددي لي الحروف اللتي لا تتصل بما بعدها ترا مشكلتي في الظاء والهمزات امي انقهرت منك,SADNESS
153363,يلعنم النكد ليش الجداول نازله الحين,ANGER
153365,الي فجر باسطنبول سوري الله لايوفقه بيقلبون على اللاجئين بسببه يكفي انهم يعانون الحين بيلعنون خيرهم لابارك الله فيه,ANGER
153381,اخوي جالس عندي وسمع كلام الجميري قال طيب ياسبك امك الحين تسمعك وتدري انك تكذب عليها وتسلك لها يا غبي هههههههههههههههههههههههههههههه,ANGER
153410,لكل شخص حزين ومتضايق ومحد يحبه  أنقلع بس ماكرهوك الا وفيك بلا,SADNESS
153418,اخوي جالس عندي وسمع كلام الجميري قال طيب ياسبك امك الحين تسمعك وتدري انك تكذب عليها وتسلك لها يا غبي ههههههههههههههههههه,ANGER
153460,هلا بريحة هلي اعرف اني طايحة من عينك من زمان بس عادي انسانة جميلة وكيوت وتهبل كنتي تبثرين ف السناب بس الحمدلله الحين لا,SURPRISE
153487,لاتستغرب حزة صلاة الحين قاعدين يتوضون المحررين,SADNESS
153490,ياحزينة العمر مرة إذا ماعشتيه الحين علميني متى تعيشينه,SADNESS
153497,المتخلفين شوف جرايمهم في شعب العراق لعنكم الله احياء واموات,ANGER
153518,مادري ماكنت احبها كلللللش كانت غثيثه ع قلبي وماكانت بجمالها الحين,SADNESS
153539,بس تفلس السعودية الحين انتم عارفين ان مايسوي ذي الهاشتاقات الغبية إلا أعداء البلد ليش ماتطنشونهم ولا ما تعرفون التطنيش,ANGER
153546,أعجبني فيديو من الحين هذا وقتهم يجون,SURPRISE
153557,يستهبل صح الحين ليش يفحص مكينه الباص  بيطلع منها محترف,SURPRISE
153562,تحتريني اسألك ليه غايبمن علمك تبعد ماعلمك تنسى علمتني وشلون هجر الحبايببعلمك وشلون الأحباب تقسى,SADNESS
153590,غبي والله ماله داعي يعني اش نستفيد الحين من سالفته البايخه,ANGER
153604,طيب يا اخي الغبي ف التغريدة انا اتكلم من يوم مادخل ريال مدريد من يوم ما وصل لمرحلة انه ياخذ الكورة الذهبية الحين طلعلي هدف,ANGER
153614,ماهمني واجد او لا بس فيهم مبزره و اغبياء كثير عشان كذا بسوي انفولو,ANGER
153653,مريض نظام مبزره تويتر كذا اذا بغو يشتهرون سب البنت السعوديه او انه يقذف خلق الله هنا خار مبزره,ANGER
153664,يع الحين بصير حزينه كل مافكرت بالموضوع ذا,SADNESS
153687,شوف قلبي شوف حزني كيف لفوا معصم ايديني,SADNESS
153689,لا تحتريني أسألك ليه غايب من علمك تبعد يـعلمك تنسى علمتني وشلون هجر الحبايب بعلمك وشلون الأحباب تقسى حبيبتي وقلبي ت,SADNESS
153753,شوف عاد لما تكون مش طايقة حد هلا و يجي الي يخنقك يو فيل لايك انطم و اخرس بليز,SADNESS
153761,اقول تقلع انت وياه مبزره ما ينفع معكم نقاش الا دعس تفوو,ANGER
153816,نفسي بقوم الحين لا يأذن المغرب فجأه,SURPRISE
153844,مبزره وربي ملحجه,ANGER
153848,راعي الطير يتضايق لآ طار طيرهـ وشلون لآ شاف طيرهـ على كتف غيرهـ,SADNESS
153851,والله قليل يابو خالد شوف كيف يتكلمون في تويتر مبزره وعدم نضج,ANGER
153941,من الجميل ان يلقي المرء من الحين للأخر من يشعر أمامه انه غبي هذا يجعلك تتخلي عن الشعور المزعج انك اذكي انسان عرفته,ANGER
153960,ابسال وشلون تتركها وتروح عسا قليبك للشقا والغبينه خليتها م بين هموم وجروح خليتها م بين حـــزن وسكينه شعر,ANGER
153967,شوف ذي القصة المحزنه والمفرحه في نفس الوقت,SADNESS
153969,كاترينا خشمها كبير و خنافر انا منصدمة من هول الي قريته المشكلة حلم كل بنت خشم كات,SURPRISE
154008,أيقنت بأن الجفا ما عاد يعنيني ولازم دروب الصبر نسعى ونسلكها وجروحك اللي تضايقني وتبكيني الحين صارت تضحكني واضحكها,SADNESS
154019,يعني الحين اذا في ادارة ابقت على لاعب تحتاجه صارت وصخه,DISGUST
154020,من كثر مافيني حزن ومتضايقة ودي اجيك الحين وابكي واضمك,SADNESS
154070,هلا بريحة هلي اعرف اني طايحة من عينك من زمان بس عادي انسانة جميلة وكيوت وتهبل كنتي تبثرين ف السناب بس الح,SURPRISE
154073,أحس حياتي حلوه مره عاقل مره خبل مره مبسوط مره حزين مابقى الا الرومانسيه ماعرفت لها بس أتعلم وأجيكم,SADNESS
154091,استهبل انا وشكلي مفروض نايمه واصحى هالوقت علشان اطلع معهم الحين نعست وهم شوي يقعدون,SURPRISE
154094,طز بالملك وملياراته شوف شغلك ياملكنا ياسلمان الحزم,SADNESS
154122,وانا زي ما باركتله السنة الماضية زيك الحين امس ما طقطقت كرستيانو لاعب ما عليه كلام مو من موسم ننسى اللي سواه بس ذول الاغبيا,ANGER
154135,اي جمهور قصدها مااشوف الا تجميع مبزره واعلامين وفزعات وينكم بالموضوع,ANGER
154182,شوف مين يتكلم عن حقوق الانسان كلاب حزب الخميني يكفي مجازر سوريا تشهد ويكفي حصار مضايا,SADNESS
154214,الحين ايران راح اتدخل بأحكام القضاة على خلية حزب الله ولا انقرصت من موضوع السعوديه  خلية العبدلي الإرهابية خلية حزب ا,SADNESS
154231,الحين بمسح التويت عشان يبين انك غبي تكلم نفسك,ANGER
154240,نفسيتي الحين نفسية عامل بنى بيت وجاء واحد غبي وهدمه,ANGER
154354,ماضيهم حزين و ملئ بالمشاعر الحزينة من طلاب شويو وين كانو و الحين وين انتهى فيهم المطاف وقفات جينتامية,SADNESS
154398,يا حي العرب حياه  يوم العرب حيين يوم ان القلوب نظاف وخفاف و صحاحي وذا الحين من عقب التطور و قل الدين تشابه عليك مهبل ال,SURPRISE
154406,المريسل ابد نفس ناديك مابقى احد مامصخره,ANGER
154417,ي عيال والله العظيم طلعلي مودريتش الحين الله يلعن لم الحظ الله يلعنكم ي حسبي الله عليكم,ANGER
154467,ايرانلوتهدد الصبح و اليل من غبن سلمان الحزم والبطولات  الي قطع بالسيف روس الرياجيل وشلون ينقل همقطع العلا قات,SADNESS
154469,شوف النظره والظحكه شذا بموت مسوي نففسه غبي اف بزر والله يوضح ع وجهك التصنع الكذبي,ANGER
154472,أنت شكلك يبغالك بالجزمة يا حقير روح شوف امك فينها يا خنيث واجلس مؤدب وكل تبن فوقها,ANGER
154498,طيب انا الحين متضايقه عسى ارتحتي,SADNESS
154519,الله يالدنيا الحين ميلان عتير كاربي فرق صعب حال ميلان في هذا الوقت محزن متى يا ميها صار كاربي فريق صعب,SADNESS
154529,معاذ لو مالمبزره قامت كان فايزين الحين واخذين الميتين زد رصيدك,ANGER
154587,وما زلت لين الحين أشتاق وأحن وما زالت الذكرى على بالي تمر على وتر حزني عزفت أقسى لحن ماني بفاقد شخص فاقد لي عمر,SADNESS
154599,وشلون اعميت قلبي وانا اشوف وخليتني ما عدت انا اشوف غيرك ترا العمى ماهو عمى العين وشوف العمى عمى القلب مصيره مصيرك,ANGER
154613,ومن الغيرة الغريبة اتضايق اذا احد كلمني اكثر منك يالله وشلون اذا احد كلمك اكثر مني,SADNESS
154640,الي ماحسبت له حساب الدنيا دوارة الحين تشرب من نفس الكاس الي ذوقتهم ما امر مناظر القتل وريحة الدم والقهر والشتات الله يعين,SADNESS
154707,هذا جمهور سعود كلهم مبزره لانا الفراج زد رصيدك,ANGER
154720,لا غبت عني دمعة العين تبكيك وان جيت يمي خافق القلب حياك موج البحور ونسمة الليل تغليك وشلون مايغليك شخص تمناك,SADNESS
154794,امحق جوكر اهبل,SURPRISE
154798,فأي وحدة الحين قاعدة تبكي لانه عندها دويحة وخلاص تحسب عمرها راسبة اخر السنة تراش تافهة وغبية والله عندش فصلين اجتهدي فيهم صدق وشوفي,ANGER
154830,لا تصدق الكلام الحلو  كلنا نعرف نقوله  شوف الأفعال وافتح عيونك  بطل تكون أعمى وغبي,ANGER
154837,لاتحتريني اسألك ليه غايب من علمك تبعد يعلمك تنسى علمتني وشلون هجر الحبايب بعلمك وشلون الأحباب تقسى,SADNESS
154857,نحن نسوي مقارنه بين الطواغيت شوف ضحايا إسرائيل وضحايا بشار وحزب الله وتعرف ان لهم هدف واحد وطرق مختلفة,SADNESS
154891,شيء طبيعي بروح ادور واطلب الناس بعد ما شفتكم رحتوا تكلمون النصراويين وارجع اقول اتحداكم تفوزون بدون تدخلات مبزره,ANGER
154919,ي اغبياااء لييه تفتحون الحين  ي خي اصبرو لما تنزل التشكيله كامله مابقي الا يومين او ثلاث مفروض ميسي ازرق,ANGER
154980,هذا خبل ولا شفيه  الله يحطك تحت يد واحد مايرحم ويسوي فيك نفس السوات يامتخلف,ANGER
154985,تراك اقرفتنا اذلف لابو من جابك يالوصخ ابي اعرف متربي وين انت بزباله بزباله لعنتن تلعنك ان شاء الله,DISGUST
155030,يالله دحين ابوي بيكون حزين,SADNESS
155034,ياناس ابي رقم افتاء يرودون الحين علي ضروري تكفون والله حيل متضايقه ومن الضيقه ابكي من اللي بقلبي تكفون ابي رقم يرد,SADNESS
155083,جيل ابو وجااي يستهبلون الواحد ما اشوفة اسبوع يرجع يقول خلصت الجامعة انت خبل,SURPRISE
155090,هذا خبل ولا شفيه  الله يحطك تحت يد واحد مايرحم ويسوي فيك نفس السواه يامتخلف,ANGER
155096,بعد الحين ناصر المحمد مو رئيس وزراء يعني مابي اسمع جمله والله عاد الحكومه برئاسه ناصر المحمد برئت عماد مغنية خلية حزب ا,SADNESS
155108,زد رصيدك الفزعات من الجمهور صارت مساله انتقام ومحسوبيه وفقدت مصداقيتها هل هذه التصرفات تصدرمن جمهور واعي والا جمهور مبزره لكم الاجابه,ANGER
155154,مبزره الانستقرام سوؤال ليه يفزعون مع عبدالرحمن و سعود وسلمان مسحووب عليه,ANGER
155184,ومن الغيرة الغريبة اتضايق اذا احد كلمني اكثر منك يالله وشلون اذا احد كلمك اكثر مني,SADNESS
155192,طيب انتو جمهور مبزره متوقعينها منكم,ANGER
155196,شوف  سو اكثر من حساب وسولف مع حبيبتك تخونك معك احسن ما تخونك مع غيرك عاد المصخره  اذا سحبت عليك عشانك,ANGER
155202,من امس لليوم ما عندكم موضوع غير القانون  على اساس مخوفكم الحين و بيخليكم تصمون حلوقكم اذا بتسبون منتوا رادين على القانون فـ بليز جب,FEAR
155208,تمر البال واتبسم رغم حزني  اجل وشلون لو مريت قدامي,SADNESS
155246,يله حقين الشاات مايحتاج وش نقوول قلووله ان هذا التصويت من تعب الجمهوور بس المجموعه الثاني داعمينه اغلب مبزره الانستقرام,ANGER
155305,من امس لليوم ما عندكم موضوع غير القانون  على اساس مخوفكم الحين و بيخليكم تصمون حلوقكم اذا بتسبون منتوا رادين على القانون ف,FEAR
155315,انا حزينة شاحني خربان و شحني الحين,SADNESS
155327,من يرحل ترافقه السلامه ثقافة الحزن انتهى زمانها ابراج من الحين ورايح راح تقولها الحمل السرطان الجوزاء الحوت,SADNESS
155359,تذكري كل مره تقولي اذا تضايقتي ادخلي محادثتي واشكي لي كيف ادخل الحين محادثتك واشكي لك عنك,SADNESS
155365,انا محاطه بالأغبياء من كل جهه اقوله وصلني الحين يقول لا بروح البقاله دقايق واجيك والحين له فوق نص ساعه ساحب,ANGER
155403,دحين انت اهبل ولا تستهبل تبغاهم يحطون هازارد وسط والله حتى عقل معاد عندكم,SURPRISE
155460,لما افتح الفيس وما شوف حدا من جبلة فاتح بحس انو جبلة محاصرة متلا متل مضايا الجنة بلا ناس مبتنداس يلعن ابو الكهربا لفرقتنا,ANGER
155463,ومن الغيرة الغريبه اتضايق اذا احد كلمني اكثر منك يا الله وشلون اذا احد كلمك اكثر مني,SADNESS
155512,فأي وحدة الحين قاعدة تبكي لانه عندها دويحة وخلاص تحسب عمرها راسبة اخر السنة تراش تافهة وغبية والله عندش فصلين اجتهدي فيهم صدق و,ANGER
155551,ياحليله الى الحين وهو يلعن ويطعن,ANGER
155556,الناس الحين اذا يبون يشتهرون البنت تتلفظ بالفاظ وصخه والولد يشتغل رقاصه فانستقرام,DISGUST
155573,برت الوصلاويه من الحين خايفين من الجلد اللي بيصير,FEAR
155577,في شلة مبزره انتشروا في يوتيوب يصلحون مقالب في آبائهم من جدهم ذولي قلة ادب و ضعف تربيه و عقوق,ANGER
155585,اكبري اكبري بغل كبر جدي وحركاتج حركات مبزره الله يهداك,ANGER
155600,وجهه وهو مفهي يجيب العافيه يلعنمه,ANGER
155617,الحين اذا اعدمنا المتهمين الاثنين في خلية حزب الله بالكويت إيران راح تاخذ تليفون سفارتنا بطهران مجرد سؤال,SADNESS
155629,هالمره مو بس مبزره الامر زاد ختموا كل الهوامير بكل المجالات,ANGER
155664,شوف كيف شكل الجسم بالدهون مضايقته ومخبيه شكله الجميل  اجتهد لصحتك ولأفضل شكل وهيئة جسم بطبيعته المثالية,SADNESS
155668,الحين من جد ميتسوكي ولد اوروتشيمارو  احسو يستهبل مع ان وضعو مشكوك فيه,SURPRISE
155675,انتم مشكلتكم اذا مافاز متسابقكم بالايكات قلتوا بزارين  ترا معاذ بعد فيه من جمهوره مبزره,ANGER
155695,و الحين يجونك المبزره يقولون كوسم ماراح يتوقف و مدري وش درينا خلاص ماراح يتوقف بس يتطورون بالاحداث شوي وش هالبرود,ANGER
155720,صح النوم ايي حزه مغربيه الحين يطلعون الجن وقتكم,SADNESS
155742,انيل حاجة تبقا في وقت و مكان و ظروف متسمحلكش باي خوازيق و شوف يا اخي حكمة ربنا تلبس كمية خوازق بت كلب يلا ربنا يرحمنا,DISGUST
155748,طيب الحين ليش الحكومه ماتعتبر حزب الله حزب ارهابي بعد كل هذه الاضرار اللتي سببها للوطن,SADNESS
155754,ينحب خشم آلشدآيد لأنهآ تآرهہ  مشخآل يحفظ عرب  ويطيح أردآهآ,JOY
155789,محادثه كانت تفرحك عادي جدا الحين تخليك حزين عادي,SADNESS
155829,اسج عن كل البشر في حضورك ولاجيت ساقتني اليك المشاعر تعال شوف القلب حزة مرورك هاجس وصادفله مع الحظ شاعر الشامخ,SADNESS
155864,الحين هذا الاهلاوي اللي كاتب يستهبل لان جده لو تكتبها في المترجم تطلع قراندفذر من وين جت,SURPRISE
155869,لا تنصدم بالناس يوم خلوك ولا تنصدم لاصار اقرب الناس يترك الناس الحين مثل حزمت الشوك اللي تشيله فوق راسك يجرحك,SADNESS
155873,تعال شوف الحضارة عندنا بـ الضاحية الجنوبية وشو البناء الحرفي حقدكم اعمى بصيرتكم عن حضارتنا,ANGER
155885,هذا تفجير مفتعل من أردوغان الحين تلقاه يشتغل على نغمة دقي يا مزيكا حزايني,SADNESS
155896,تعال شوف الحضارة عندنا بـ الضاحية الجنوبية وشوف البناء الحرفي حقدكم اعمى بصيرتكم عن حضارتنا,ANGER
155912,تعال شوف الحضارة عندنا بـ الضاحية الجنوبية وشوف البناء الحرفي حقدكم اعمى بصيرتكم عن حضارتنا,ANGER
155929,شوف كيف القرد يجهز لنفسه فراش عجيب تفكيره بصراحة اذكى من بشر,FEAR
156037,أثبتت دراسات ان حزن المرأة وهي حامل يزيد من جمال الجنين الحين أنا ما همني هالكلام ابي اعرف مين اللي كان مزعل,SADNESS
156070,ياخي كيف الحين اخلي الغبنه تروح حقت المطبخ للحين منقهره  وسعود بعد احسه ماش ليه كيذا ليه زد رصيدك,SADNESS
156100,الحين البنات عبالهم يعني كشخه اذا سبت وما همها و كلام وصخ ما ينقاال ماتدري انها قليلة ادب ومحد رح يحترمها,DISGUST
156115,لاتقولي مبزره جمهور سعود والجميري لاحبايبي احنا من اشد المشجعين لسعود وكل اهلي زد رصيدك,ANGER
156138,أحس حياتي فلههه مره عاقل مره خبل مره مبسوط مره حزين مابقى الا الرومانسيه ماعرفت لها بس أتعلم وأجيكم هوامير الاضافات والتبا,SADNESS
156163,الموت للدولة الدعشية الحقيرة,ANGER
156168,الى الحين معصبه قهر يا اخي,SADNESS
156173,هالسعاده والروقان الي انا فيه الحين بيقعد شهرين قدام وان شفتوني ضايقه اققتتلووني,SADNESS
156174,الحين يجيك مدريدي متخلف يقلك الريال لوحده ابطال,ANGER
156175,واحد يقول بنات واقفين عند الصرافه ومتعطله قالت وحده مسويه فاهمه سارآ ياغبيه دحين وقت صلاة ماتسرف السرافه لك وحشه ي ابو جه,ANGER
