,Text,Emotion
557487,بصراحة العيب مش علي الادمن العيب علي العالم اللي بتعلق علي اخبار وسخة زي دي وطبيعي الادمن لمايلقا نسبة التعليقات عالية حيفبرك اخبار ويدلكم,ANGER
557510,هو انتم مفيش اخبار عندكم غير التحرش والاغتصاب كتكم الارف جريدة وسخة وبتلهو الشعب باخباركم الخرة دى,ANGER
557512,اخبار وسخه,ANGER
557521,ياجريده يابنت الوسخه عن ابوكم ايه الاخبار الوسخه دي,ANGER
557523,ده إيه ده هى الجريدة دى بقت مفيش حاجة تكتبها غير الأخبار الوسخة دى,ANGER
557525,كفايه اخبار مؤرفه بقه,DISGUST
557539,انا بس نفسى افهم غرض دين ابوكم ايه من أخبار زى دى يا عالم وسخة خليتوا شكلنا أزيل من الزبالة والعالم كله بيعايرنا رغم ان العالم كله عنده حاجات زى دى وأكتر بكتير مبقناش عارفين نتكلم مع اى جنسية عربية بسبب فضايح أمكم اللى مبيعديش ساعة إلا وتنشروها يا اولاد الوسخة,ANGER
557551,يا ولاد المره الوووووووسخه كفايه الاخبار دي  تشغله دماغ الناس بمشاكل ناس وتنسوهم اللي بيحصل ف البلد  مش لاقيييين اخبار كويسه ف البلد ف تشير بلاوي الناس اللي اصلا معظمها كدب بجد مشوفتش بلد بتفضح نفسها زي مصر صحافه ومحررين معدومي الضمير والا دب,ANGER
557560,بطلوا أخبار مفبركة يا ولاد الوسخة,ANGER
557570,لااااااااااااااااااااااا اله ديني ده حرب علي دين الإسلام يااوسخ إعلام,ANGER
557571,بطلوا مش الاخبار دى يا عالم ياوسخه,ANGER
557577,ربنا يولع فيكو صفحه وسخه,ANGER
557582,اه ياولدالكب كفااخباروسخةيالادالوسخة,ANGER
557588,يلعن ميتبن ابوكم الشعب المصري ده شعب ابن مره وسخه اتفووووووووو,ANGER
557593,اعملوا مغادره للصفحه الوسخه دي,ANGER
557597,مخلاص يا جريده وسخه بتلهونا بشويه قاذورات مختاره من المستنقع,ANGER
557603,بحاجات اللي بتنشروها دي بتشجعو الناس تعمل كدة بس اقول اي انتو اعلام وسخ,ANGER
557610,انشر الغسيل الوسخ يا ادمن يا زباله,ANGER
557612,جريده بنت وسخه زباله مفيش غير اغتصاب ووساخه وفي الجامع كمان اه يا ولاد الكلب ياكفره دا احنا بقينا اوسخ من اليهود حرام عليكم ده لسا ربنا هيعذبنا والله ولسه غلاء ووباء وامراض وموت فجاه وجور الحكام,ANGER
557613,يا اعلام وسخ كفايا,ANGER
557617,عندك حق ياهندسه و ده يدل ع ان معظم الشعب وسخ وبيجري وراء التفاهات والوقاحه وقلة الادب,ANGER
557618,الهى تولع الجريدة الوسخة دى,ANGER
557621,الادمن ابن المرة الوسخة مسك الشفت,ANGER
557624,وميعادنا مع الادمن ابن الوسخه الحيحان,ANGER
557629,جريده بنت وسخه هيا والي ماسكها,ANGER
557634,ايه الناس ولاد المره الوسخه دول,ANGER
557635,الوسخه دى شويه والله,ANGER
557648,كفايه كذب ياادمن ياعرص دي ليله جمعه حرام علي امك,ANGER
557651,والله انتوا صفحه وسخه,ANGER
557657,بلوك ياصفحة بنت وسخة,ANGER
557658,وفي مسجد كمان يا جريده يا بنت المتناكه يامعرصين اتفو عل كسمك انتا ابن متنكه,ANGER
557663,هي ايه الجريدة بنت الوسخة دي,ANGER
557665,طلعتو بلد وسخه,ANGER
557666,ايه ياتتح ما صبح الفل هو اللي بيدج هيجان ابن وسخه بينزل اخبار غلط,ANGER
557668,ياعم اعقل الخبر بيقولك ف الجامع وبنته يعني بروح امه لو الخبر صح ليه مخدهاش ف البيت واهي بنته ومحدش ياخد باله انما دا بيدج ابن وسخه,ANGER
557670,دا راجل ابن وسخه,ANGER
557676,يعني هو سايب حمام بيته وكمان سايب الصاله والمطبخ ورايح حمام الجامع وكمان مش مره تلاته دانتو صفحه وسخه وبتسوء سمعتنا اكتر من هي متسؤه,ANGER
557686,انتو قرفتونا باخباركم انشر اوسخ حاجه خلي العالم يشوف الفضيحه,ANGER
557697,هو خلاص معدشي غير الأخبار دي يا ولاد الوسخة,ANGER
557708,ازاي الطفله ستوات وامها ميته بقلها سنوات ا ياجريده وسخه,ANGER
557717,يعنى ياولاد الوسخه خلاص كل الاخبار خلصت مافيش غير ام القرف يعنى بنته وفى حمام جامع ليه معنده البيت ده لو كان حصل فعل بلاش الشغل بتاع الهاء الناس ده,ANGER
557718,هي خلاص معدش غير الاخبار الزبالة دي ياجريده وسخه مافيش حاجه عن الاقتصاد عن الاسعار عن حال البلد عن نهر النيل الي ضاع بقت اخباركم عاملة زي اخبار المرة الشرموطه,ANGER
557727,اللة يولع فية ويحرقة بجاز وسخ يارب,ANGER
557741,الحق يقال وبكل امانه وصدق انتوا جريده وسخه,ANGER
557751,كل شويه نقول الاعدام فورا لما اتعدمنا العافيه حاجه تقرف ولا حياة لمن تنادي,DISGUST
557752,جريدة بنت وسخه,ANGER
557767,هههههههيه الجريده الوسخه مركذه ليه علي الحجات الوسخه كده ليه فعل الطيور تقع علي اشكالها,ANGER
557775,ارتقو يولاد العرصه,ANGER
557778,انتم عالم وسخه وكذابين,ANGER
557783,ما كفاية اخبار وسخة يا ولاد الوسخة,ANGER
557844,بلد متخلفة وناس بنت وسخة,ANGER
557876,يا جدعان واحنا مال دين ابونا ياكش يولعوا هما الاتنين بجاز وسخ,ANGER
557881,مش دي امريكا الي عاملة عليكم مؤامرة كونية دلوقتي بقت حلوة يا معرصين بلحة الممحون,ANGER
557921,ايه الاشكال بت الوسخه الي بقت مليه الفيس دي,ANGER
557962,رئيس المعرصيين,ANGER
557978,انتي لسه موجوده يالجنه يابنت المفضوحه ياوسخه ياجماعه المره دي شغاله ف اللجان الإلكترونيه التابعه لليوم السابع اتفووو عليكي,ANGER
557985,بس يا رخيصة يا معرصة بلحة بتاعك ماهينور أحمد,ANGER
557987,السيساويه اوسخ من أنجبت مصر والسيسى كلب اليهود والدعاره,ANGER
557988,منوره يا لجنه وسخه,ANGER
558003,اكيد من خونه ابريل ياعرص شؤفت البرداعي ياعرص,ANGER
558010,الخروف هو اللي حط الجزمة ببوقه وخنع للعرص عشان تكبر وتبقي اد الدونيا الخروف هو اللي اتاخد وبيتاخد وهيتاخد ورا مصنع الكراسي بحجة انها تكبر وتبقي اد الدونيا وطبعا كبرت زي ما حضراتكم شايفين اهو عرفت من الخروف ياحضرات,ANGER
558028,متزعلش يا أستاذ عبد الوهاب أصل اللى ردوا عليك وشتموك ولاد كلب مش متربيين لقطاء,SADNESS
558046,انت الي كلب انت والعرص السيسي,ANGER
558048,والله الناس غلابة وتعبت من أشكال الوسخة إلا زي بلحة والمعرصين بتوعه,ANGER
558053,مااحنا قولنا انت لقب خروف ده حصري لخرفان بديعه المنتقبه ياعرص ارجع الزرببه تاني علشان النعجه قلقانه عليك هههههههههههههههههه,ANGER
558064,يخربيت أمك إنت الوسخه النعجه نعل جزمة والدته أشرف من أمك,ANGER
558074,رئيس المعرصين,ANGER
558078,جرا ايه ياكوفتيس يابنت الوسخة انتي,ANGER
558093,يلا يا بنت الوسخه يا معتوهه,ANGER
558104,يارب الطيارة تولع بامك ياعرص,ANGER
558125,علشان ولاد وسخة تجار دين ودم رافعي لواء المظلومية الانجاس,ANGER
558170,لا يا معرصين الناس معاش فلوس اساسا,ANGER
558251,عيال بنت وسخه ولا ليها اى تلاتين لازمه مكانهم الطبيعى جنينة الحيوانات جنب قفص القرود علشان كل شويه القرود تشخ عليهم,ANGER
558266,انت وصاحبك ولاد وسخه,ANGER
558278,ولاد الوسخه دول وخدين فلوس لتشويه سمعة المحروسه,ANGER
558299,هو كلها عاوزة تتشهر علي قفاه الكلاب وياولاد العرص,ANGER
558304,شعب بقي منه متخلفين ولاد وسخة,ANGER
558308,أشكال وسخة ومريضة,ANGER
558333,كل عيل تافه ابن كلب يقتل كلب تشهروه وخلاص الاشكال الوسخه ال زى دا يقتلها الاحتقار,ANGER
558337,اصبر ع نفسك كما تدين تدان انت عيل ابن وسخه اصلا,ANGER
558345,ابن وسخه تربيه شوارع,ANGER
558353,كلاب البلطجة والوساخة وقلة الأدب يا ولاد الوسخة,ANGER
558379,جريدة وسخة واخبار وسخة زيكم تعبتونا من الوساخة,ANGER
558381,قانون سكسونيا اللى لا بيعترف بحقوق حيوان ولا حتى بنى ادمين هههه روح كلب وايه يعنى ماهى دولتك حتى ميزانيه لاعدام الكلام وابن المره الوسخه بيساعد,ANGER
558383,حاجه بقت تقرف وعيشه زفت ع دماغ الناس,DISGUST
558403,بلد وسخه بقوانىنها ال سايبه الناس دى بدون عقاب ويقولو دوله اسلامىه وده ولا بلاد الكفر,ANGER
558404,عالم وسخه معندهمش دين فين جمعيه الرفق بالحيوان,ANGER
558454,امهعلي امكم بلد وسخة جايبين عربجية وبلطجية ملعونابوه هومين هو كلب ولا يسوي,ANGER
558484,غورررر ملعون ابوك فاشل ابن وسخه,ANGER
558525,ف داهية اشكال وسخة,ANGER
558605,اشكال وسخههههههه,ANGER
558612,ايه خلاصت الجيش والا هيا السنه بتاعت الفنانين والمعرصين باسبوعين,ANGER
558651,تمثيل إيه يا كلاب هي الناس هتقرب من ربنا ولا يشوفوا وسختكم,ANGER
558685,هههههههههههههه ابو لمونه العرص,ANGER
558715,سارة اية يا ولاد الوسخة دى الدنيا مولعة,ANGER
558735,هو دا الخبر السار ياولاد الوسخه علاوه العام القادم يعنى بعد ثمانية اشهر ويبقى خبر سار,ANGER
558756,كداب زي العرص بلحه,ANGER
558795,علوه اية ياعرص,ANGER
558859,ايه اللي خلاها بشري ساره بعد ماولعتوا الاسعار ربنا يولع فيكم بجاز وسخ,ANGER
558882,هى هتيجى منكم حاجه ساره يامعرصين,ANGER
558890,ههههه هو ده معانا اصلا ده برود الدنيا فيه ربنا يحرقه بجاز وسخ المعاشات حيموتوا خلاص من الجوع وعدم العلاج,ANGER
558902,مش عايزين خرا علاوة رخصوا الأسعار ياحكومه وسخه,ANGER
558905,وربنا انتو جريدة وموقع وسخ,ANGER
558920,بدااااااااااايه العام القادم علايا الطلاق انت راجل ابن ستين وسخة,ANGER
558958,يقتلوا مين يامهينور انتي شكلك كده من المعرصين وبتحلفي بالله المفروض يشنقوكي,ANGER
558964,ياعم دول نسوان وسخه متردش عليهم,ANGER
558970,مجتمع ابن ستين وسخه وعيال ولاد كلب,ANGER
558976,عيال تربيتها وسخة زي اللي مخلفينهم,ANGER
558982,منوفي شييييييال وكلهم شوية اندال,ANGER
559027,كل المصايب دي سببها اﻻعﻻم الفاشل واﻻنفﻻت واﻻفﻻم الوسخة اللي بروجها التلفزيون ربنا يرحم الشعب المصري,ANGER
559033,عاشوا يا احفاد العرص,ANGER
559034,شعب مصر اوسخ شعوب الأرض,ANGER
559050,كسم هريكم عالم بنت وسخةة وربنا ومحصلش اي حاجةة من دي خااااااالص,ANGER
559087,عيال وسخة,ANGER
559124,والله متحرمه علي المصريين حلوه لغيرنا بس حاجه تقرف,DISGUST
559160,الادمن العرص وصل,ANGER
559255,خالتك معاهم يا ادمن الجريدة الوسخه,ANGER
559259,روحو شرم شيخ مطلوب بنات وشباب لافلام سكس ياولاد الوسخه يابتوع العرص السيسي,ANGER
559272,اكيد هيجو وسخنو ابو الهول,ANGER
559337,تعال ياأدمن اركبك واديلك عربية خضارتسرح بيها اشرفلك من فبركة الاخبار الوسخة دي,ANGER
559350,انتو اية اهدافكو من كمية أخبار الاغتصاب دي  اية اخركو يعني عايزة افهم الجرائم دي موجودة ف كل بلدان العالم وبغض النظر عن اسبابها بس لية مركزين عليها اوي الايام دي  بتلهو الشعب يعني  انتو جريدة وسخة,ANGER
559361,لا جريدة وشخه ايه حضرتك دى جريدة بنت وسخة,ANGER
559362,يااخي ايه الوسخة الي انتا فيه دي ياجدع احترم نفسك بطلو قلت ادب بقا عالم وسخة صحيح,ANGER
559371,دى مش جريده وسخه بس ده بنت ستين كلب وأكيد صاحبهازباله,ANGER
559374,مؤبد يا ولاد الكلب يا اوساخ ضيع مستقبل تلات بنات واهاليهم وياخد مؤبد يا ولاد الوسخة,ANGER
559410,يستهاهل اعدام ابن الوسخه,ANGER
559434,ادمن الصفحه امه وسخه,ANGER
559445,يا بن المره الوسخه وف تاكسي كمان  والله دمي محروق من ابن الكلبه ده خد التلاته لوحده,ANGER
559447,انتوا جريدة وسخة بتشغلوا الراي العام بجاحات وسخة اكتبوا عن الاسعار والذل اللي الناس بتشوفة,ANGER
559452,ارحموناااااااا بقى من الاخبار المؤرفه دى بجد تعبنا كفااااااايه بقى كرهتوا الناس بعيشتها عايزين توصلونا لايه منكم لله,DISGUST
559460,هما بتوع المنصوره والقاهره والجيزه هيجين علي بعض ليه كدا اااه يا عالم وسخه,ANGER
559464,يا ابن الوسخه وهي دي رجوله,ANGER
559468,ياجريده وسخه جلنا صداع من الاخبار,ANGER
559501,اي ياولا الوسخه عايزين تنشرو الفساد باخباركم الكاذبه اتفوووو عليوو,ANGER
559532,انتو كل أخباركم عن الاغتصاب لية والله لأكون عاملكم إلغاء وحظر كمان يلعن ابوكم جريدة وسخة باين عليكم اتفوة عليكم عالم وسخة,ANGER
559533,موبد اية يا حكومة وسخة فية حاجة اسمها اعدام,ANGER
559534,اغتصب وخد مؤبد دى وساخه برضوا ده اعدام لواحد وسخ زى ده,ANGER
559574,المعرص الكلب,ANGER
559578,يعني طرمبة بعبص العرص,ANGER
559588,هعيط من الحنيه يا خال,SADNESS
559590,وهو جايب الصحافه والتصوير علشان يعتزرله يموتو ف الشو والاعلام واهو بدل ماهو مركون ومحدش سأل فيه اهو الصحافه تكتب شويه وتقرفنا عن تواضع وكرم واخلاق المحافظ,DISGUST
559599,شكرا للاعلام ابن الوسخه,ANGER
559619,وربنا انا لو مكانك كنت ضربتهم ولاد المتناكه دول واتحبست بعدها مش مهم يا بلد بنت وسخه,ANGER
559648,كفايه قرف و اخبار وسخه احنا ربنا بيعاقبنا بسبب القرف ده,ANGER
559686,جتكم الغم بلد وسخة لاعقاب لاحد ايكش تولع,ANGER
559729,هي اخبار البلد ملها بقت نجسه ف عصر العرص  مفيش خبر محترم مشرف,ANGER
559730,وانت اخبار امك ايه ياعرص,ANGER
559759,هى الصفحة دى متعرفيش غير حاجه اسمها جنس ايه القرف دا انتو جريدة وسخه,ANGER
559821,حرام عليكم يا ولاد الكلب انا كرهت المهنة الوسخة دى بسببكم والله,ANGER
559840,مش هصدق غير لما أشوف الفيديوهات بعيني يا جريده وسخه,ANGER
560080,يا هلا طلعوا الفضايح يا ولاد الوسخه اتفووووو,ANGER
560084,اة يا وسخ,ANGER
560100,اخبار وسخه زي صحبها,ANGER
560118,فيه دكتور واطي شاذ ومشهور اوسخ من الوساخة ولن تصدقوا من هو,ANGER
560168,ياولاد الوسخة ياكلاب,ANGER
560171,أعلام مصر الإعلام الوحيد بالعالم بينشر الغسيل الوسخ,ANGER
560189,ياولاد الوسخه بتشغلو الراي العام ياولاد الوسخه,ANGER
560206,بلد وسخه أجدع ف كده بجد,ANGER
560207,انتو مفيش وراكم غير الدقهلية يا ولاد الوسخه البلد مليانه حوادث وقرف ليه مركزين مع الدقهلية,ANGER
560245,جريدة كلها معرصين,ANGER
560278,اللة يخرب بتكم جريدة وسخة مش وراها غير لخبار التحرش والاغتصاب جتمكم القرف,ANGER
560295,واللهى دى قلة أدب وسخه,ANGER
560313,أااااااااه يا صفحه بنت وسخه تموتى ف الردح ﻷ وإيه ما بتنشرى هدوم وساختك غير يوم الجمعه زى المرا العبيطه فعلا صفحه بنت وسخه مغيببه,ANGER
560327,طول عمرها محافظة وسخة اصلا,ANGER
560356,ياصفحة ياوسخة بذمتكم دا وقت خبر زي دا تنزلوة مش مكسوفين من نفسكم الناس ميته ومصابه وانتم منزلين اخبار جنسية,ANGER
560361,كويس انكم مش عرصتوا المره دي,ANGER
560367,دا النظام اللي بيدعمه العرصيصي,ANGER
560370,بس ياكسمك يامعرص,ANGER
560382,غريب اول مرة تقولوا الحقيقه يا موقع وسخ,ANGER
560383,يحرقكم ويحرق اخباركم الكاذبه وقاعدين تنشروا اخبار وسخه مثل ماعملتوا ايام العراق والرئيس المرحوم صدام لحتي ماخربتوا الدنبا وهجرتوا العالم ونسيتوهم بلادهم وخلتوهم بالحضيض,ANGER
560392,جريده وسخه ما نشروش الا لما جالهم الاذن,ANGER
560399,اوسخ من بشار الكلب مخ حمير شو رح يطلع معهم غير هالحكي,ANGER
560400,يابشار العرص يا بشار الكلب يابشار الخول يابشار الوسخ,ANGER
560418,أخيرا افتكرتهم يا جريده وسخه,ANGER
560476,كفاية عليكم التعريص ولحس البيادة داخل مصر متخلوش التعريص آفة أو ظاهرة عالمية من فضلكم يا ولاد المرة الوسخة,ANGER
560523,اوسخ جريدةالتعريص مستمر,ANGER
560552,صدقت والله الجريدة دي بقت وسخه فعلا ربنا يتولانا برحمته,ANGER
560556,إعلام اوسخ من الوساخة,ANGER
560592,انا بعتبر اللي بيتهاون بعقوبة أي عمل إجرامي بيكون اوسخ من المجرم نفسه ومفيش عنده اي مبادء,ANGER
560602,ولا الوسخه اللي ف الربلاى مش صورتها هتلاقيها شبه حماده طلبه,ANGER
560656,هو مافيش غير جرائم الاغتصاب اللي بتعلنوا عنها مش عاارف ايه اللي جرا ف الاعلام الوسخ,ANGER
560657,كفاية ياعالم يا وسخة وجعتم مسارنا من الاخبار الوسخة الى زى وشكم اه الكلام ده,ANGER
560678,كل اللى بيحصل ده من لبس البنات الوسخ,ANGER
560679,مؤبد ايه ياحكومه وسخه ياكل ويشرب من ع حساب الشعب ماياخد إعدام عشان يكون عبره لغيرو,ANGER
560705,عالم بنت وسخه بتوسخ سمعه البلد,ANGER
560718,اعدام يا حكومة معرصة اعدام يا قضاة معرصين,ANGER
560732,علشان انتو اعلام وسخ ابن وسخه كلكو متشوفو وتعرفو الناس وساخت النظام والي دايرينه وتسيبه الشعب فحاله اه انا شعب وسخ بس متجوش فالوساخه وتحكوها يعالم يوسخه,ANGER
560747,اييييييييييييييه الزمن الوسخ ده يارب ارحمنا,ANGER
560758,كلب إعدام الحالات الوسخة دى,ANGER
560760,يولاد الوسخه انا من القرين ومفيش الكلام ده ربنا ينتقم منكم,ANGER
560764,ايه الموقع ابن الوسخه ده انتوا متوصيين اوي بالاغتصاب الايام دي هي الاوامر جت بكده,ANGER
560771,يولاد زلوسخه ايه القرف ده,ANGER
560807,ليه يا ولاد الوسخه متعدمش قضاة وحكومه وسخه زي,ANGER
560812,صفحة شاذة بنت وسخة,ANGER
560823,مفيش الكلام ده يا اولاد العرص,ANGER
560832,اب ابن وسخه مفروض ياخد عشرين اعدام,ANGER
560833,ما خلاص بقي يا شوية قوادين ياولاد الزواني بلد مليون لو فيها مليون ولا اتنين ولاد وسخه زيكم مش حدوتة,ANGER
560835,انا بتوقع ان اي اب يعمل كده يبقي شاكك انها مش بنتو ياما مريض نفسي وفي الحالتين الاعدام لاي حد يعمل كده بلد تقرف كلها زفت اللهم احفظنا,DISGUST
560837,والله انا تعبت من كتر الشتيمة فيهم اعلام اوسخ منه ماشفتش,ANGER
560848,خو انتو اخباركو كلها وسخه ليهزمركزين ع الوسخ عايزين تقنعونا ان الشعب ال وسخ ويستاهل,ANGER
560852,والله حرام عليكن شوهتو سمعتنا امام العالم كله ربنا يخدكم ونرتاح من هالبلد ديصرتم اوسخ شعب عيب عيب واذا ابتليتم فستتروا قليل كلمة اعدام لازم يتعلق من بيضاته امام العالظم كله ويبقي عبره للشعب الوسخ اللي متله تفو تفو تفووو,ANGER
560853,هي مالها مصر وسخه كدا,ANGER
560854,ارحمونا من الاخبار الوسخه دي,ANGER
560885,جريده بتنشر غسيل وسخ مع أننا انظف شعوب الأرض جريده حرام ما تتقفلش,ANGER
560922,اي الشعب الحيحان ابن الوسخه دا,ANGER
560985,ياريت اهو نخلص من العرص اللى خربها,ANGER
560991,السيسي رائيس المعرصين و الحمير بس,ANGER
561013,كلهم معرصين,ANGER
561026,دندراوي المعرصاوي يبدأ من جديد ف كتابه تعريصه فوول اوبشن جديدة سلملنا ع الشرموط والنبي,ANGER
561048,دندراوي المعرصاوي عار الصعيد,ANGER
561081,انت وامثالك الوسخين المعرضنها اللي بتغسلو دماغ الناس البسيطة للاسف لسة فية ناس بتسمع منكم احمد شفيق راجل محترم اللي شيفة كد ينتخبو اللي شايف حد تاني اصلح ماشي لاكن انت مال امك ينفع ولا ماينفع,ANGER
561085,انا متاكد ان لو المسيخ الدجال حكم هتكون اول واحد يعرص له,ANGER
561093,طيب انت مشكلتك شفيق بس ولا مش عايز حد خالص ولا خايف لحد يجى متعرفش تعرصله قول متتكسفش,ANGER
561104,ازيك يا معرصاوي وازي امك بطل هبل بقه يا معرصاوي واعرف ان مينفعش مصر غير السيسي,ANGER
561129,دندراوى معرصااوى,ANGER
561162,دنداروي المعرصوي,ANGER
561203,ياعرص كيلو الطماطم جنيه وانتي لسه بتعرص انتي معندكش دم,ANGER
561212,هو الراجل ده مش شايف حد عدل عمال ينتقد وخلاص هى ناقصة الاعلام الوسخ هات يعم انت حد معرفة وخلاص,ANGER
561225,كان زمان نفسي اشوف الكائن العرصيص شكله بيكون ازاي ملامحه ازاي لكن دلوقتي اشوفه امامي شبهك كدا يا زنبراوي,ANGER
561251,بس يا وسخ ياللي حماك اكبر مزور للانتخابات  بس يا جزمة يبن الجزمة,ANGER
561276,نعم يامعرص,ANGER
561294,هو ده اللى هايظبط مصر احسن من العرص,ANGER
561304,الادمن الوسخ وصل,ANGER
561325,تربية وسخة,ANGER
561329,هو أنتم ياجريدة وسخة اول اغتصاب كان من الدقهليه يبقي كل الأخبار الكاذبة تكتبو الدقهليه ماصدقتم لقيتو شماعة,ANGER
561331,بصراحه موقع وسخ ونتن وزباله قوي,ANGER
561339,والله مش عارف اقول ايه ده اخره التربيه الوسخه وغياب الدين عند الاهل قبل الاولاد ولسه ياما راح نشوف,ANGER
561365,واللة كلامك صح انا مصري وبقولك اه صح كلامك عالم بنت وسخة واللة,ANGER
561397,فعلا جريده وسخه بمعنى الكلمة,ANGER
561432,هتا تقرف هتا الاطفال,DISGUST
561435,ارحمونا وارحمو البلد من اﻻخبار الوسخه دي احنا بقينا شعب همجي وبﻻويه قدام العالم كله البﻻد كلها بتحترم اسرار مواطنيها اﻻ بلدنا صفحه بنت كلب,ANGER
561504,جريدة وسخة ومعرصة زي السيسي العرص,ANGER
561530,جريدة وسخة أصبح كل همها البحث عن الوساخة وبيعملوا من الحبة قبة سياسة إلهاء,ANGER
561547,الافلام الوسخة بتاعت السبكى هى السبب,ANGER
561552,اهالي وسخه,ANGER
561560,ياصفحه بنت وسخه مخليه سمعت مصر ع كل لسان,ANGER
561580,مفيش مره تقولو خبر عدل ياولاد التيت قرفتونا اشكال تقرف,DISGUST
561591,ايه البلد إلى حتى العيال بقت وسخة فيها,ANGER
561609,يولاد الوسخه مورناش غير الدقهليه,ANGER
561614,هو ممكن يكون مفيش حاجة حصلت او مجرد لعب عيال بس انتوا علشان معرصين واوساخ لازم تخلوها اغتصاب علشان تهيجوا الناس يا معرصين ياولاد الكلب,ANGER
561652,طول ما انتو بتحاربوا الدين اتوقعوا الأسوأ يا بلد وسخة,ANGER
561659,انتوا مالكوا كدا يا اولاد الكلب عمالين تنشروا اخبار وسخه زيكوا بقالكوا فتره اتفوا عليكوا,ANGER
561662,هي الدنيا راحت فين اه الغم ده عيال واسخه ومدلعه وناس وسخه,ANGER
561759,اليها التربية الوسخه,ANGER
561770,تربيه وسخه,ANGER
561790,والله احنا شعب مهزا خالص وقليل الادب والاهالي مش عارفه تربي اولادهادي حاجه تقرف,DISGUST
561796,كل اخباركوا بقت اغتصاب حاجه تقرف,DISGUST
561809,انتم ولاد وسخه عايزين تشوهوا صورة مصر يا صفحه صفرا,ANGER
561836,والله انتي جريده وسخه وموركيش غير الاخبار النجسه و الكاذبه ملعون ابوكي جريده وملعون اخبارك الي شوهت كرامتنا,ANGER
561847,ما كفاية يا صفحة وسخة انتوا ماعندكوش غير الاخبار الزبالة,ANGER
561857,يا ولاد الكلب يا كذابين عاوزين توصلوا إيه للرأي العام بدل ما تنشورها وتعملو الشو الوسخ بتاعكم حاولوا إزاي تحل المشكلة يلعن ابوكم,ANGER
561861,هى ايه حكاية الدقهليه هى بقت بلد وسخه كده ليه,ANGER
561867,الدقهليه بلد وسخه,ANGER
561868,ياصفحة وسخة,ANGER
561875,ايه الشعب ابن الوسخه ده,ANGER
562176,طالما العرص ده جاب سيرة البنزين يبقى هيزيد,ANGER
562181,نفس البق ابن الوسخه بتاع كل مره قبل اى زياده,ANGER
562185,يااااااب ثوره تانى تاخد الأشكال الوسخه دى الأسعار بقت زفت الزفت فين ايامك يامبارك,ANGER
562187,والله أنتو اللي عايزين يتولع فيكم بجاز وسخ علشان البنزين خساره فيكم,ANGER
562198,ياولد الكلب ياولد الوسخه كفيا حرام عليكم,ANGER
562205,هتقرر امتي ياعرص,ANGER
562212,مادام قولت الكلام ده هيبقي هيزيد ياولاد الوسخة مفيش اي احساس بالناس الغلبانة خالص,ANGER
562227,تمهيدا لزياده الاسعار بنزين ايه اللي لسه مقررتوش تزودوه ياولاد الوسخه الغلابه معهاااااامش,ANGER
562251,انتو كمان يولد العرص بتفكرو,ANGER
562254,طب الحكومة الوسخة هه تقرر امتي تزود البنزين الشعب علي نار يا جريدة وسخه,ANGER
562255,الهي تولعوا بجاز وسخ ونطفيكم ببنزين يا بعده ربنا يخرب بيتكم يا حكومه فاشله,ANGER
562361,ولاد وسخه اووووووى,ANGER
562372,إسرائيل هدافع عن الإرهابيين إزاى يا بلد معرصه وجاهله وأى هتش ولتش بتقولوه وخلاص يا إعلام بتتركب زى الحمير بل بالعكس الحمير اشرف منك لإنها معندهاش عقل علشان تقول محدش يركب ع ضهرى انما انتوا عندكم بتقولوا يلا بسرعه تعالى اتفووووووو عليكم بلد زباله ومعرصه,ANGER
562375,معرصين المعرص منتشرين زي الصراصير لما المجاري تطفح,ANGER
562376,عامر السيد الهوارى أمك هي اللي شمال ياعرص,ANGER
562378,مجد رعمسيس لا دا المعرصين اللي زيك ياخول بس هما اللي لسه بيصدقوا الشرمطة دي,ANGER
562383,ههههههههههههههه ساعد مين يا معرصين امال العرص بتاعكم بيعمل ايه,ANGER
562392,الكلام ده كنا ممكن يدحك علينه بي زمان يا معرصين,ANGER
562398,يا جريده وسخه السفير هو اللي بلغكم ولا ترامب بطلو كدب واستخفاف بعقول الناس,ANGER
562401,يا صفحة وسخه يا موقع زباله,ANGER
562409,ههههههههههه الوسخة بتبقى عاوزة كل الناس وساخة زيها,ANGER
562413,جريدة وسخه ومعرصه,ANGER
562414,صباح العرص,ANGER
562423,بس يا بابا هبل مش أى هطل وخلاص وبعدين اللى بيختار الناس اللى بتدخل تعرص يختارها صح كمان مختار العبط والمهبلين روح بس ربطة البرسيم جاهزه,ANGER
562424,معلش ياجماعة مهو لو معرصش هيتعب ويجيلو بواسير اصل المعرصين الل بيصدقو السيسي مرضا بوسير,ANGER
562425,جريده وسخه بتغيب الشعب الناس كلها شايفه المعرص السيسي بيعمل ايه مع امريكا واسرائيل,ANGER
562427,تعليقات القراء اثبتت صحة المثل الكذب ملوش رجلين يا جورنال وسخ,ANGER
562428,وللهي انتو اوسخ من قوم لوط,ANGER
562435,عاوزين تشوهو صورته بعد ما العرص بتاعكم طلع خاين,ANGER
562436,يبني هو انتا فاكر ان لو عدا يوم من غير متعرص هنيجي نقول الأدمن الي معرصش اهو هتقولو كدا يجدعان,ANGER
562451,يا جريدة وسخة ترامب خد القرار دة قبل زيارة العرص ب ساعة بس انتوا كتمتوا علي الخبر لحد ما العرص يرجع برافو يا ولاد الوسخة,ANGER
562453,هههههه لا حلوه لا حلوه بجد اه يا معرصين,ANGER
